timestamp,exp_id,tag,mode,agent,opponents,scenario,seeds,rounds_per_seed,mean_score,score_std,score_margin,score_margin_std,mean_coins,coins_std,mean_kills,kills_std,suicide_rate,suicide_std,mean_bombs,mean_crates,win_rate,draw_rate,survival_rate,mean_steps,invalid_action_rate,mean_think_time,wall_seconds,note
2026-08-13 01:03:07,p4_bombopt_seed5,p4_bombopt_seed5,fast,tabular_q,solo,loot-crate,30,20,3.464999999999999,1.2539008100241864,3.464999999999999,1.2539008100241864,3.464999999999999,1.2539008100241864,0.0,0.0,0.36500000000000005,0.09662404926596548,26.323333333333334,15.078333333333335,nan,nan,nan,267.2583333333333,0.0011162732686851049,0.00017873619459977169,20.857640981674194,Phase 4 bomb_opt feature added
2026-08-13 01:11:43,p5_w01_seed1,p5_w01_seed1,fast,tabular_q,solo,loot-crate,30,20,7.718333333333334,1.5670356009716702,7.718333333333334,1.5670356009716702,7.718333333333334,1.5670356009716702,0.0,0.0,0.13666666666666663,0.07760791522613611,36.505,26.490000000000006,nan,nan,nan,358.99,0.0013556552178797924,0.00022307279804044522,27.143975973129272,wasted bomb penalty -0.1
2026-08-13 01:12:12,p5_w01_seed2,p5_w01_seed2,fast,tabular_q,solo,loot-crate,30,20,12.731666666666667,2.0724998786794746,12.731666666666667,2.0724998786794746,12.731666666666667,2.0724998786794746,0.0,0.0,0.0,0.0,50.14666666666667,43.361666666666665,nan,nan,nan,400.0,0.000175,0.00019901833335558573,28.854791164398193,wasted bomb penalty -0.1
2026-08-13 01:12:35,p5_w01_seed3,p5_w01_seed3,fast,tabular_q,solo,loot-crate,30,20,10.123333333333335,2.188556969602437,10.123333333333335,2.188556969602437,10.123333333333335,2.188556969602437,0.0,0.0,0.2533333333333333,0.08400875706953304,38.79,36.39833333333334,nan,nan,nan,310.1983333333333,0.000376103460689129,0.0001802759058982681,23.139063119888306,wasted bomb penalty -0.1
2026-08-13 01:12:56,p5_w01_seed4,p5_w01_seed4,fast,tabular_q,solo,loot-crate,30,20,10.861666666666668,2.226938649160869,10.861666666666668,2.226938649160869,10.861666666666668,2.226938649160869,0.0,0.0,0.3683333333333333,0.08855480801734317,35.76833333333334,38.72333333333333,nan,nan,nan,271.6433333333333,0.001803835912286945,0.00019466374652521724,21.084415912628174,wasted bomb penalty -0.1
2026-08-13 01:13:15,p5_w01_seed5,p5_w01_seed5,fast,tabular_q,solo,loot-crate,30,20,3.7533333333333325,1.2848543009667064,3.7533333333333325,1.2848543009667064,3.7533333333333325,1.2848543009667064,0.0,0.0,0.37500000000000006,0.12016511628760565,17.62666666666666,15.361666666666668,nan,nan,nan,261.9033333333333,0.0020809204413842256,0.00015770251397950242,18.805873155593872,wasted bomb penalty -0.1
2026-08-13 01:17:55,p5_w03_seed1,p5_w03_seed1,fast,tabular_q,solo,loot-crate,30,20,10.594999999999999,2.3331697397495015,10.594999999999999,2.3331697397495015,10.594999999999999,2.3331697397495015,0.0,0.0,0.24333333333333337,0.1023291960674767,42.74166666666667,36.07333333333334,nan,nan,nan,317.375,0.0005934094787974268,0.0001642849033110815,20.325989246368408,wasted bomb penalty -0.3
2026-08-13 01:18:23,p5_w03_seed2,p5_w03_seed2,fast,tabular_q,solo,loot-crate,30,20,19.365000000000002,1.8248358452389533,19.365000000000002,1.8248358452389533,19.365000000000002,1.8248358452389533,0.0,0.0,0.0016666666666666668,0.00912870929175277,34.06333333333334,60.015,nan,nan,nan,400.0,0.0002375,0.00020240958829720814,28.224428176879883,wasted bomb penalty -0.3
2026-08-13 01:18:47,p5_w03_seed3,p5_w03_seed3,fast,tabular_q,solo,loot-crate,30,20,10.649999999999999,1.7810303101062717,10.649999999999999,1.7810303101062717,10.649999999999999,1.7810303101062717,0.0,0.0,0.18333333333333338,0.10283342182227605,38.01166666666666,36.900000000000006,nan,nan,nan,335.89,0.0008733017753828138,0.00017450260799215306,23.726773977279663,wasted bomb penalty -0.3
2026-08-13 01:19:17,p5_w03_seed4,p5_w03_seed4,fast,tabular_q,solo,loot-crate,30,20,23.360000000000003,2.0087910243005234,23.360000000000003,2.0087910243005234,23.360000000000003,2.0087910243005234,0.0,0.0,0.006666666666666667,0.017287295182088023,49.86333333333333,72.25500000000001,nan,nan,nan,398.625,0.0004055607818542908,0.00021698760527782932,30.058526039123535,wasted bomb penalty -0.3
2026-08-13 01:19:37,p5_w03_seed5,p5_w03_seed5,fast,tabular_q,solo,loot-crate,30,20,11.796666666666665,2.5360141592845955,11.796666666666665,2.5360141592845955,11.796666666666665,2.5360141592845955,0.0,0.0,0.45500000000000007,0.10855635752281251,22.03333333333334,41.035000000000004,nan,nan,nan,241.78,0.0017853696197645242,0.00021456112277732284,20.564122200012207,wasted bomb penalty -0.3
2026-08-13 01:24:02,p5_w06_seed1,p5_w06_seed1,fast,tabular_q,solo,loot-crate,30,20,20.30166666666667,3.0806258693853814,20.30166666666667,3.0806258693853814,20.30166666666667,3.0806258693853814,0.0,0.0,0.23,0.1156689688067962,28.019999999999996,64.99833333333333,nan,nan,nan,330.56666666666666,0.0019058182918221236,0.0002041788005992339,24.429559230804443,wasted bomb penalty -0.6
2026-08-13 01:24:25,p5_w06_seed2,p5_w06_seed2,fast,tabular_q,solo,loot-crate,30,20,12.810000000000002,2.6192062498608895,12.810000000000002,2.6192062498608895,12.810000000000002,2.6192062498608895,0.0,0.0,0.23833333333333334,0.09347997511299647,19.205,45.401666666666664,nan,nan,nan,313.98,0.0018419432235598871,0.00018646136958637007,22.63556408882141,wasted bomb penalty -0.6
2026-08-13 01:24:47,p5_w06_seed3,p5_w06_seed3,fast,tabular_q,solo,loot-crate,30,20,11.833333333333336,2.76584255833033,11.833333333333336,2.76584255833033,11.833333333333336,2.76584255833033,0.0,0.0,0.3016666666666667,0.09048083559072274,24.25333333333334,41.40499999999999,nan,nan,nan,300.935,0.0016116437104358083,0.00019176043777803428,22.305695056915283,wasted bomb penalty -0.6
2026-08-13 01:25:12,p5_w06_seed4,p5_w06_seed4,fast,tabular_q,solo,loot-crate,30,20,20.115000000000002,3.8477971754561437,20.115000000000002,3.8477971754561437,20.115000000000002,3.8477971754561437,0.0,0.0,0.3033333333333333,0.09553238603536077,26.508333333333336,63.64499999999999,nan,nan,nan,310.89666666666665,0.0016404164298963215,0.00021145784835333628,24.25092577934265,wasted bomb penalty -0.6
